arm,workers,threads,cpus,n_samples,n_failed,wall_seconds,user_seconds,sys_seconds,cgroup_cpu_seconds,cpu_efficiency,cpu_efficiency_gnutime,samples_per_hour,peak_rss_kb,peak_anon_kb,peak_cgroup_kb,baseline_anon_kb,runtime_seconds,max_memory_kb,node,node_state,timestamp
kneaddata,8,2,16,120,0,3986.00,1989.01,198.62,61341.13,0.9618,0.0343,108.38,1125548,28628600,66092796,1892,3986.00,28628600,GPA-1-7,exclusive,2026-09-09T00:03:31+08:00
rustyclean_batch,8,2,16,120,0,1292.05,17210.70,419.22,17635.80,0.8531,0.8528,334.35,3591664,28856060,42382096,1932,1292.05,28856060,GPA-1-7,exclusive,2026-09-09T00:25:18+08:00
rustyclean_xargs,8,2,16,120,0,1262.40,16353.07,419.72,16778.82,0.8307,0.8304,342.21,3591108,18291552,40358052,1932,1262.40,18291552,GPA-1-7,exclusive,2026-09-09T00:48:14+08:00
hostile,8,2,16,120,0,821.28,12424.70,139.98,12639.57,0.9619,0.9562,526.01,3635116,666152,29622352,1920,821.28,666152,GPA-1-7,exclusive,2026-09-09T01:03:54+08:00
rustyclean_batch_skipqc,8,2,16,120,0,899.47,13587.03,507.19,14098.06,0.9796,0.9793,480.28,3591468,28919100,52791864,1928,899.47,28919100,GPA-1-7,exclusive,2026-09-09T01:20:55+08:00
