dataset,rep,tool,accuracy,precision,recall,f1,tp,fp,tn,fn
100M_50pct_high_lognormal_SE,1,rustyclean_auto_kraken_skipqc,0.997787,0.999153,0.996020,0.997584,40120967,34025,47516424,160303
100M_50pct_high_lognormal_SE,2,rustyclean_auto_kraken_skipqc,0.997787,0.999153,0.996020,0.997584,40120967,34025,47516424,160303
100M_50pct_high_lognormal_SE,3,rustyclean_auto_kraken_skipqc,0.997787,0.999153,0.996020,0.997584,40120967,34025,47516424,160303
100M_90pct_high_lognormal_SE,1,rustyclean_auto_kraken_skipqc,0.999010,0.992464,0.996051,0.994254,8024174,60933,85524197,31817
100M_90pct_high_lognormal_SE,2,rustyclean_auto_kraken_skipqc,0.999010,0.992464,0.996051,0.994254,8024174,60933,85524197,31817
100M_90pct_high_lognormal_SE,3,rustyclean_auto_kraken_skipqc,0.999010,0.992464,0.996051,0.994254,8024174,60933,85524197,31817
100M_50pct_high_lognormal_SE,1,hostile,0.9988808940423903,0.9996664338435688,0.9982659680037932,0.9989657100901156,47467995,15839,40265431,82454
100M_90pct_high_lognormal_SE,1,hostile,0.9983760660020292,0.9999634243313731,0.9982597210520099,0.9991108463952139,85436188,3125,8052866,148942
