tool,dataset,rep,runtime_seconds,max_memory_kb,timestamp
rustyclean_auto_deacon_norecheck,5M_1pct_low_even_SE,1,254.13,4757480,2026-09-19T10:21:35+08:00
rustyclean_auto_deacon_norecheck,10M_10pct_med_even_SE,1,296.23,4758840,2026-09-19T10:22:17+08:00
rustyclean_auto_deacon_norecheck,30M_50pct_high_skewed_SE,1,327.58,4757032,2026-09-19T10:22:48+08:00
rustyclean_auto_deacon_norecheck,5M_1pct_low_even_SE,2,85.95,4757424,2026-09-19T10:23:01+08:00
rustyclean_auto_deacon_norecheck,5M_1pct_low_even_SE,3,85.68,4755116,2026-09-19T10:24:27+08:00
rustyclean_auto_deacon_norecheck,10M_10pct_med_even_SE,2,145.13,4757860,2026-09-19T10:24:42+08:00
rustyclean_auto_deacon_norecheck,60M_90pct_high_lognormal_SE,1,441.59,4760360,2026-09-19T10:24:52+08:00
rustyclean_auto_deacon_norecheck,10M_10pct_med_even_SE,3,143.54,4758308,2026-09-19T10:27:08+08:00
rustyclean_auto_deacon_norecheck,30M_50pct_high_skewed_SE,2,317.88,4756020,2026-09-19T10:28:06+08:00
rustyclean_auto_deacon_norecheck,30M_50pct_high_skewed_SE,3,329.11,4756196,2026-09-19T10:33:35+08:00
rustyclean_auto_deacon_norecheck,100M_50pct_high_lognormal_SE,1,969.83,4761420,2026-09-19T10:40:37+08:00
rustyclean_auto_deacon_norecheck,100M_90pct_high_lognormal_SE,1,1173.92,4759660,2026-09-19T10:44:18+08:00
rustyclean_auto_deacon_norecheck,60M_90pct_high_lognormal_SE,2,1171.65,4758708,2026-09-19T10:44:24+08:00
rustyclean_auto_deacon_norecheck,60M_90pct_high_lognormal_SE,3,438.01,4762572,2026-09-19T10:51:43+08:00
rustyclean_auto_deacon_norecheck,100M_50pct_high_lognormal_SE,2,1762.38,4765132,2026-09-19T11:10:00+08:00
rustyclean_auto_deacon_norecheck,100M_90pct_high_lognormal_SE,2,2092.47,4761116,2026-09-19T11:19:11+08:00
rustyclean_auto_deacon_norecheck,100M_50pct_high_lognormal_SE,3,953.68,4764668,2026-09-19T11:25:54+08:00
rustyclean_auto_deacon_norecheck,100M_90pct_high_lognormal_SE,3,1184.83,4763956,2026-09-19T11:38:56+08:00
