tool,dataset,rep,runtime_seconds,max_memory_kb,timestamp
rustyclean_sylph,5M_1pct_low_even_SE,1,51.65,3152500,2026-08-15T12:08:44+08:00
rustyclean_sylph,5M_1pct_low_even_SE,2,35.88,3162248,2026-08-15T12:09:20+08:00
rustyclean_sylph,5M_1pct_low_even_SE,3,36.73,3167084,2026-08-15T12:09:57+08:00
rustyclean_sylph,10M_10pct_med_even_SE,1,77.96,3691132,2026-08-15T12:11:15+08:00
rustyclean_sylph,10M_10pct_med_even_SE,2,71.49,3688932,2026-08-15T12:12:26+08:00
rustyclean_sylph,10M_10pct_med_even_SE,3,70.82,3690232,2026-08-15T12:13:37+08:00
rustyclean_sylph,30M_50pct_high_skewed_SE,1,289.58,3734312,2026-08-15T12:18:27+08:00
rustyclean_sylph,30M_50pct_high_skewed_SE,2,271.31,3738612,2026-08-15T12:22:58+08:00
rustyclean_sylph,30M_50pct_high_skewed_SE,3,270.5,3735652,2026-08-15T12:27:28+08:00
rustyclean_sylph,60M_90pct_high_lognormal_SE,1,684.84,3751944,2026-08-15T12:38:53+08:00
rustyclean_sylph,60M_90pct_high_lognormal_SE,2,638.67,3756108,2026-08-15T12:49:32+08:00
rustyclean_sylph,60M_90pct_high_lognormal_SE,3,640.6,3755396,2026-08-15T13:00:13+08:00
