tool,dataset,rep,runtime_seconds,max_memory_kb,timestamp
rustyclean_sylph,100M_50pct_high_lognormal_SE,1,913.36,3791216,2026-08-15T13:29:47+08:00
rustyclean_sylph,100M_50pct_high_lognormal_SE,2,843.59,3773404,2026-08-15T13:43:50+08:00
rustyclean_sylph,100M_50pct_high_lognormal_SE,3,845.63,3795388,2026-08-15T13:57:56+08:00
rustyclean_sylph,100M_90pct_high_lognormal_SE,1,1100.26,3775416,2026-08-15T14:16:16+08:00
rustyclean_sylph,100M_90pct_high_lognormal_SE,2,1017.74,3788212,2026-08-15T14:33:14+08:00
rustyclean_sylph,100M_90pct_high_lognormal_SE,3,1019.16,3803056,2026-08-15T14:50:13+08:00
rustyclean_sylph,10M_0pct_med_lognormal_SE,1,64.96,239292,2026-08-15T14:51:18+08:00
rustyclean_sylph,10M_0pct_med_lognormal_SE,2,63.82,239272,2026-08-15T14:52:22+08:00
rustyclean_sylph,10M_0pct_med_lognormal_SE,3,64.72,239084,2026-08-15T14:53:27+08:00
rustyclean_sylph,10M_100pct_med_lognormal_SE,1,118.36,3731656,2026-08-15T14:55:25+08:00
rustyclean_sylph,10M_100pct_med_lognormal_SE,2,118.01,3729892,2026-08-15T14:57:23+08:00
rustyclean_sylph,10M_100pct_med_lognormal_SE,3,118.3,3730280,2026-08-15T14:59:22+08:00
rustyclean_sylph,10M_10pct_med_even_SE,1,69.27,3715740,2026-08-15T15:00:31+08:00
rustyclean_sylph,10M_10pct_med_even_SE,2,68.72,3717640,2026-08-15T15:01:40+08:00
rustyclean_sylph,10M_10pct_med_even_SE,3,68.88,3718404,2026-08-15T15:02:49+08:00
rustyclean_sylph,10M_1pct_med_lognormal_SE,1,63.64,3401280,2026-08-15T15:03:52+08:00
rustyclean_sylph,10M_1pct_med_lognormal_SE,2,64.28,3390948,2026-08-15T15:04:57+08:00
rustyclean_sylph,10M_1pct_med_lognormal_SE,3,64.53,3387632,2026-08-15T15:06:01+08:00
rustyclean_sylph,10M_30pct_med_lognormal_SE,1,80.45,3727880,2026-08-15T15:07:22+08:00
rustyclean_sylph,10M_30pct_med_lognormal_SE,2,79.63,3726820,2026-08-15T15:08:41+08:00
rustyclean_sylph,10M_30pct_med_lognormal_SE,3,78.98,3726476,2026-08-15T15:10:00+08:00
rustyclean_sylph,10M_5pct_med_lognormal_SE,1,68.25,3691984,2026-08-15T15:11:09+08:00
rustyclean_sylph,10M_5pct_med_lognormal_SE,2,70.6,3678560,2026-08-15T15:12:19+08:00
rustyclean_sylph,10M_5pct_med_lognormal_SE,3,65.88,3698604,2026-08-15T15:13:25+08:00
rustyclean_sylph,20M_10pct_med_even_PE,1,300.53,3827256,2026-08-15T15:18:26+08:00
rustyclean_sylph,20M_10pct_med_even_PE,2,302.02,3826900,2026-08-15T15:23:28+08:00
rustyclean_sylph,20M_10pct_med_even_PE,3,298.68,3832452,2026-08-15T15:28:27+08:00
rustyclean_sylph,20M_50pct_med_lognormal_PE,1,595.8,3863016,2026-08-15T15:38:22+08:00
rustyclean_sylph,20M_50pct_med_lognormal_PE,2,587.47,3896804,2026-08-15T15:48:10+08:00
rustyclean_sylph,20M_50pct_med_lognormal_PE,3,590.63,3853200,2026-08-15T15:58:01+08:00
rustyclean_sylph,20M_90pct_med_lognormal_PE,1,878.91,3842056,2026-08-15T16:12:39+08:00
rustyclean_sylph,20M_90pct_med_lognormal_PE,2,876.4,3845172,2026-08-15T16:27:16+08:00
rustyclean_sylph,20M_90pct_med_lognormal_PE,3,869.29,3855216,2026-08-15T16:41:45+08:00
rustyclean_sylph,30M_50pct_high_skewed_SE,1,271.37,3737796,2026-08-15T16:46:17+08:00
rustyclean_sylph,30M_50pct_high_skewed_SE,2,273.08,3735336,2026-08-15T16:50:50+08:00
rustyclean_sylph,30M_50pct_high_skewed_SE,3,271.04,3743232,2026-08-15T16:55:21+08:00
rustyclean_sylph,30M_70pct_med_lognormal_SE,1,311.03,3748364,2026-08-15T17:00:32+08:00
rustyclean_sylph,30M_70pct_med_lognormal_SE,2,311.54,3750460,2026-08-15T17:05:43+08:00
rustyclean_sylph,30M_70pct_med_lognormal_SE,3,307.99,3740532,2026-08-15T17:10:51+08:00
rustyclean_sylph,30M_90pct_med_lognormal_SE,1,339.7,3747608,2026-08-15T17:16:31+08:00
rustyclean_sylph,30M_90pct_med_lognormal_SE,2,333.2,3754956,2026-08-15T17:22:04+08:00
rustyclean_sylph,30M_90pct_med_lognormal_SE,3,331.46,3755600,2026-08-15T17:27:36+08:00
rustyclean_sylph,5M_1pct_low_even_SE,1,34.78,3207808,2026-08-15T17:28:11+08:00
rustyclean_sylph,5M_1pct_low_even_SE,2,35.96,3203204,2026-08-15T17:28:47+08:00
rustyclean_sylph,5M_1pct_low_even_SE,3,35.81,3207540,2026-08-15T17:29:23+08:00
rustyclean_sylph,5M_5pct_low_even_SE,1,37.29,3575776,2026-08-15T17:30:00+08:00
rustyclean_sylph,5M_5pct_low_even_SE,2,37.54,3579748,2026-08-15T17:30:37+08:00
rustyclean_sylph,5M_5pct_low_even_SE,3,37.39,3592876,2026-08-15T17:31:15+08:00
rustyclean_sylph,60M_90pct_high_lognormal_SE,1,647.95,3761060,2026-08-15T17:42:03+08:00
rustyclean_sylph,60M_90pct_high_lognormal_SE,2,650.5,3757176,2026-08-15T17:52:53+08:00
rustyclean_sylph,60M_90pct_high_lognormal_SE,3,649.22,3767256,2026-08-15T18:03:43+08:00
